district,vote_share,mshare,eshare,rep_inc,mccain,median_age,pct_white,pct_college,med_hhinc,pct_female,cshare_nm,aug_mshare,sep_mshare,oct_mshare,aug_cnnshare,sep_cnnshare,oct_cnnshare,vote_share_12,mshare_12
292,42.83822361,2.127659574,2.247191011,0,36,35.9,68.9,51.3,64.121,52,0,0,5.164319249,0.621118012,0,0,0,53.95455186,45.45454545
293,65.88540324,0,0,1,61,41.5,86.3,24.3,41.673,51.6,0,0,0,0,0,0,0,53.14637745,16
294,75.20829423,16.66666667,25,1,63,40.7,81.9,25.8,47.514,51.8,0,0,0,33.33333333,0,0,0,56.98867251,50.98039216
295,46.31886379,67.77777778,67.10526316,0,52,38.8,65.3,21.1,38.458,51.1,83.33333333,64.28571429,63.63636364,74.46808511,0,0.833333333,0,57.42428174,69.56521739
296,45.16784534,54.83870968,53.33333333,0,47,34.1,61.8,19.9,40.204,50.7,0,0,62.5,55,0,0,0,20.36518842,11.11111111
297,68.9671647,100,100,1,55,36.8,75.7,41.1,60.559,51.9,0,100,100,100,0,0,0,56.7969024,84.61538462
298,71.17719074,50,50,1,63,40.9,85.6,20.6,41.848,50.9,0,0,100,50,0,0,0,56.82833805,59.25925926
299,45.6560001,49.8489426,51.09489051,0,52,43.2,90.2,25.9,40.736,51.9,0,58.62068966,72.34042553,39.21568627,0,0,0,60.56053294,47.61904762
300,34.83093004,25,25,0,29,34.4,48.4,24,36.757,52.1,0,0,0,33.33333333,0,0,0,58.63362434,1.916932907
301,44.50196461,0.729927007,0.826446281,0,40,35,63.4,30.3,44.577,50.5,0,0,0,1.176470588,0,0,0,27.84187164,95.45970488
302,54.92079342,27.71084337,24.63768116,0,53,36.6,89.8,26.3,51.704,49.7,0,9.090909091,40,26,0,0,0,61.52558302,91.80327869
303,52.82475234,27.86885246,28.30188679,0,44,36.6,65.7,24.5,40.309,51.5,31.25,25,50,22.22222222,0.2,0.4,0,59.38759873,65
304,62.77804369,68.29268293,68.29268293,1,59,38.7,91.3,34.3,55.269,51.1,0,0,42.85714286,78.125,0,0,0,53.25134313,30.53527981
305,68.11240428,65.38461538,68,1,51,39.9,78.3,25.9,45.217,51.7,0,85.71428571,71.42857143,57.5,0,0,0,56.39557712,77.77777778
306,74.29157212,100,100,1,60,39.7,91.5,15.7,43.781,49.6,0,100,0,100,0,0,0,NA,NA
307,71.92595925,83.33333333,83.33333333,1,53,39.3,94,17.9,46.428,50.8,0,100,100,0,0,0,0,23.9729925,12.90322581
308,52.63963509,11.12521151,9.609195402,0,50,42,94.3,16.7,41.339,50.7,66.66666667,9.170305677,8.013937282,20.4,0,1,0.571428571,61.3622833,96.88581315
309,65.84530446,66.66666667,66.66666667,1,54,38,84.5,22.4,48.501,50.3,0,100,66.66666667,0,0,0,0,NA,NA
310,68.41870632,97.39054798,97.50519751,1,60,37.8,88.9,20.7,47.361,50.9,100,97.05400982,97.95258621,96.35974304,1,1,1,63.46960708,50
311,40.64616404,86.02150538,85.82995951,0,36,38.9,78.3,21.6,41.792,51.1,88.88888889,30,50,91.12903226,0,0,0.888888889,27.2301398,9.115281501
312,45.26497148,6.918238994,7.482993197,0,39,40.4,84.4,27.2,44.615,51.7,0,0,2.5,11.11111111,0,0,0,58.24944338,90.14084507
313,17.07005764,5.882352941,6.666666667,0,14,39.1,35.2,26.9,32.919,53.7,0,0,0,11.11111111,0,0,0,61.55843844,60.90225564
314,57.65078512,34.48275862,29.41176471,1,46,36.5,71.2,39.1,57.436,51.6,0,25,0,40.90909091,0,0,0,52.04699732,44.53781513
315,44.26780127,56.84210526,65.33333333,0,42,40.8,82.5,26.4,48.8,51.7,0,42.85714286,60,61.01694915,0,0,0,66.45162474,47.61904762
316,67.36634874,66.66666667,66.66666667,1,49,42.5,92.9,30.5,56.132,51,0,100,50,0,0,0,0,59.92985295,45.71428571
317,56.74288048,100,100,0,45,33.3,81.1,34.4,49.406,50.4,100,0,100,100,0,1,0,79.04833553,98.92420538
318,55.79580018,36,35,0,50,40.8,92.1,22.8,45.927,51,15,66.66666667,33.33333333,34.61538462,0,0.214285714,0,71.09813103,96.92307692
319,35.82037349,22.47191011,22.5,0,36,40.6,83.2,19.1,39.414,51.4,0,16.66666667,27.77777778,13.79310345,0,0,0,61.17033774,40.36697248
320,57.08622504,45.3125,47.82608696,0,52,39.8,95.1,14.3,41.894,50.6,0,25,41.66666667,47.91666667,0,0,0,35.66936764,16.66666667
321,NA,NA,NA,1,64,36.1,73.3,29.5,47.305,51.3,NA,NA,NA,NA,NA,NA,NA,70.21374206,94.54545455
322,43.47617132,44.82758621,50,0,66,39,67.5,16.1,37.268,50.3,0,42.85714286,47.82608696,40.74074074,0,0,0,20.97350464,90.33816425
323,77.99350724,100,100,1,73,37.3,80.6,20.1,42.458,49.6,0,100,100,100,0,0,0,39.76882702,49.07407407
324,NA,NA,NA,1,66,35.3,77.4,24.1,47.31,50.2,NA,NA,NA,NA,NA,NA,NA,43.99498186,94.24242424
325,64.41691495,70.58823529,71.79487179,0,59,34.3,69.4,28.9,42.046,51,0,100,44.44444444,46.66666667,0,0,0,15.05149728,8.333333333
326,43.37976449,20.3125,25,0,36,36.7,79.9,38.1,58.923,50.5,0,5.882352941,10.52631579,36,0,0,0,9.495188547,8
327,74.07746626,100,100,1,54,41,90.4,23.1,40.716,50.4,100,100,100,100,0,1,0,57.22893853,99.27927928
328,25.96216519,28.91566265,31.42857143,0,26,36.1,78.9,32,46.762,50.7,0,27.5862069,26.66666667,33.33333333,0,0,0,63.44298261,84.31372549
329,44.43383865,78.39851024,77.77777778,0,43,41.5,90.4,23.4,40.342,50.5,0,42.85714286,21.42857143,82.32931727,0,0,0,62.92461013,63.82978723
330,47.27789226,43.75,51.2195122,0,43,38.9,84.4,29.5,50.599,50.7,0,28.57142857,55.55555556,43.75,0,0,0,57.1412818,61.11111111
331,NA,NA,NA,0,12,32.5,31.7,18.4,31.992,52.9,NA,NA,NA,NA,NA,NA,NA,59.39776659,76.92307692
332,10.70163697,7.692307692,7.692307692,0,10,32.4,34.6,32,34.321,54,0,0,0,33.33333333,0,0,0,56.60348969,73.80952381
333,55.72241614,80.47337278,86.98630137,0,49,41.1,92.4,21.1,42.71,50.6,30,96,79.48717949,77.88461538,0,0.333333333,0,61.67477808,91.66666667
334,49.18644994,43.39622642,55.17241379,0,55,43.7,93.3,34.2,58.053,51.7,13.33333333,20,16.66666667,53.84615385,0,0.133333333,0,65.58420687,20
335,70.87073559,0,0,1,55,40.5,94.8,20.4,42.27,49.6,0,0,0,0,0,0,0,58.54423944,35.0877193
336,57.10248738,60,54.54545455,1,41,39.1,83.4,40.8,68.343,51.3,0,66.66666667,50,61.9047619,0,0,0,51.73525776,61.01694915
337,55.54346556,43.63636364,41.66666667,0,43,39.8,81.6,41.2,69.522,51.7,0,66.66666667,52.38095238,36.66666667,0,0,0,30.91248408,64.82758621
338,53.52263145,35.0877193,33.33333333,0,45,42.2,88.8,34.3,70.994,51,44.44444444,19.04761905,34.375,37.75510204,0,0.428571429,0.6,23.10566058,3.50877193
339,73.06127913,92.30769231,75,1,63,42,95.5,16,44.861,50.1,0,50,100,100,0,0,0,56.75054749,95.23809524
340,55.17673177,52.5,50.87719298,0,54,43.1,93.9,21.3,47.243,49.9,0,63.63636364,44,53.48837209,0,0,0,58.41639333,42.85714286
341,54.70055729,35.29411765,30.55555556,0,42,41.7,88.9,19.2,43.24,51.2,0,33.33333333,25,40.625,0,0,0,39.68893988,20.93023256
342,49.2209517,53.19148936,48.27586207,0,50,43.7,93,17.2,39.937,51,0,33.33333333,14.28571429,61.11111111,0,0,0,62.85921921,81.63265306
343,43.65842893,35.29411765,38.70967742,0,41,39.8,77.8,33.5,57.277,51.3,0,0,35.71428571,40,0,0,0,43.53388892,30.09708738
344,29.05619806,20,20,0,29,38.3,68.7,27.2,36.126,51.8,0,50,0,12.5,0,0,0,38.65843288,59.13978495
345,57.86265188,50.34965035,43.39622642,1,43,40.5,86,26.5,55.055,51.1,100,39.21568627,61.11111111,53.57142857,0,1,0,64.70067827,82.09459459
346,65.38684687,77.41935484,73.91304348,1,51,37.8,87.2,24.5,53.399,51,0,100,80,70,0,0,0,NA,NA
347,44.49940511,27.90697674,31.81818182,0,51,41.5,84.9,21.1,52.306,50.5,0,0,16.66666667,29.72972973,0,0,0,66.67217312,71.26436782
348,67.32821507,51.42857143,54.83870968,1,55,44.1,93.6,35.6,57.295,51.8,0,55.55555556,53.33333333,45.45454545,0,0,0,67.3179472,99.04534606
349,75.52247129,0,0,1,56,40.6,88.7,25.2,56.096,50.8,0,0,0,0,0,0,0,57.53463471,83.33333333
350,46.81731027,45.65217391,43.90243902,0,33,39.6,82.9,32.3,52.096,52,0,100,27.27272727,59.09090909,0,0,0,NA,NA
351,34.66290483,83.87096774,40,0,37,39.5,80.5,30,55.192,51.3,0,0,0,100,0,0,0,57.18704934,33.20895522
352,69.50897103,95.04132231,94.64285714,0,57,37.9,74.8,29.4,48.172,51.6,100,42.85714286,100,97.77777778,0,1,1,57.44973425,83.55263158
353,54.99750481,86.8,87.05357143,1,54,37.4,65.8,29.8,49.797,50.6,64.70588235,80,94.02985075,85.21126761,1,0,0.625,79.26929517,45.45454545
354,65.49768591,83.33333333,77.14285714,0,64,40.4,77,20.4,39.986,50.8,0,100,88.88888889,76.92307692,0,0,0,78.31402934,45.2722063
355,68.78474583,33.33333333,50,0,60,37.8,74.6,25.7,44.358,51.5,0,100,0,0,0,0,0,63.40489467,59.30232558
356,55.15890063,38.46153846,41.17647059,0,53,38.5,64.5,20.1,39.121,51.5,0,50,51.85185185,33.33333333,0,0,0,55.75610391,83.61045131
357,36.67524732,16.12903226,16.12903226,0,35,36.1,42.5,16.7,32.472,52.5,0,0,20,21.42857143,0,0,0,33.44437507,22.44897959
358,51.18451374,100,100,0,53,37.1,85.9,26.3,48.321,50.2,100,100,100,100,1,0,0,NA,NA
359,82.52611522,3.738317757,3.738317757,1,70,42,94.2,18,36.166,51.4,0,3.125,3.03030303,5,0,0,0,74.7640226,99.28571429
360,84.808249,25,25,1,64,39.6,89,27.4,43.753,51.4,0,0,0,50,0,0,0,70.60422391,33.33333333
361,66.97181612,0,0,0,62,40.6,84.6,20.8,38.986,51.2,0,0,0,0,0,0,0,24.07359649,9.701492537
362,59.67581777,30,31.25,0,64,41.8,92.4,15.1,35.489,50.4,0,50,22.22222222,30.76923077,0,0,0,72.62323657,99.17355372
363,42.80193348,67.75700935,67,0,43,34.6,65,32.2,44.798,51.4,0,59.52380952,79.54545455,60,0,0,0,66.47791619,84.7826087
364,69.59580206,39.13043478,65.38461538,0,62,36.4,87.1,21.3,46.135,51.2,0,83.33333333,25,35.71428571,0,0,0,NA,NA
365,74.51644214,88.70967742,94.11764706,1,65,37.4,79.7,34.5,58.947,50.9,100,100,100,77.41935484,0,1,0,75.20966022,93.33333333
366,60.32225948,34.21052632,33.33333333,0,56,38.9,73.1,15.3,36.638,51.7,0,30,33.33333333,36.36363636,0,0,0,65.96726505,88.88888889
367,25.33842909,18.18181818,15.78947368,0,22,33.4,28.8,26.4,36.318,52.3,0,8.888888889,10,25,0,0,0,59.66092351,96.83794466
368,NA,NA,NA,1,69,36.3,77.1,19.5,41.963,51.1,NA,NA,NA,NA,NA,NA,NA,62.53361127,75
369,NA,NA,NA,1,60,35.7,66.1,24.3,55.812,50.1,NA,NA,NA,NA,NA,NA,NA,79.17084874,98.50746269
370,67.8932818,97.43589744,97.36842105,1,57,33.8,64,42.8,67.433,50.6,0,100,100,96.42857143,0,0,0,20.05338098,0.061349693
371,76.89114729,100,100,1,69,37.5,80.7,25.1,53.216,51.1,0,0,100,100,0,0,0,62.53909109,78.57142857
372,71.93293394,57.14285714,57.14285714,1,63,36.6,74.2,19.8,46.98,50.5,0,66.66666667,100,28.57142857,0,0,0,80.89772065,18.18181818
373,67.87155463,91.20879121,95.83333333,1,60,33.7,70.1,24.8,53.509,50.2,100,82.60869565,97.14285714,90.90909091,0,1,1,72.66360263,59.82142857
374,NA,NA,NA,1,58,34.9,67.5,48.1,66.454,50.7,NA,NA,NA,NA,NA,NA,NA,NA,NA
375,82.30899848,100,100,1,74,37.6,85.5,22.3,51.506,49.6,0,100,100,100,0,0,0,54.51220574,50
376,23.20148023,1.21602289,0.157604413,0,23,31.4,41.6,20.6,38.362,50.9,0,0,2.678571429,0.368324125,0,0,0,37.70857749,16.66666667
377,66.18096829,100,100,1,55,33.5,72.5,35.8,62.278,49.5,100,0,100,100,1,0,0,33.48267583,43.47826087
378,83.96135589,100,100,1,76,36.3,88.5,19.1,46.067,50.3,0,100,0,100,0,0,0,NA,NA
379,74.0864101,66.66666667,66.66666667,1,63,34,83.4,25.3,52.742,51.6,0,0,75,50,0,0,0,23.13680758,42.85714286
380,NA,NA,NA,1,77,36.6,85.3,19.6,43.914,48.6,NA,NA,NA,NA,NA,NA,NA,NA,NA
381,75.99025149,99.92505153,99.84939759,1,66,36.6,80.5,26.1,57.298,49.5,100,100,100,99.82142857,1,1,1,34.38437114,21.875
382,42.73767511,20,20,0,40,30.5,90.7,16,33.909,50.3,0,0,0,25,0,0,0,63.10804107,98.88268156
383,38.64371764,56.41025641,36.36363636,0,34,31.4,79.4,21.1,39.904,51.5,0,18.18181818,90,25,0,0,0,66.70292397,60.86956522
384,62.82369843,40.57971014,34.58646617,0,67,33,82.8,22.7,42.622,50.3,7.692307692,48.14814815,52.23880597,31.85840708,0,0,0.083333333,47.52229635,53.78151261
385,27.98138354,96.49122807,94.87179487,0,22,30.4,49.1,20.2,36.853,50.6,0,95,93.33333333,100,0,0,0,62.89860349,27.77777778
386,80.32156192,10.41666667,11.9047619,1,72,32.7,83.8,21,41.348,50,0,16.66666667,0,18.18181818,0,0,0,60.94905798,99.80732177
387,35.1286476,78.94736842,63.63636364,0,36,31.4,75.2,16.3,37.343,50.8,0,0,85,76.47058824,0,0,0,70.40924111,9.567198178
388,71.19217307,82.35294118,84.7826087,1,58,37.8,82.3,41,59.217,50.6,100,100,88.88888889,64.70588235,0,1,0,59.13592285,89.18918919
389,69.36022782,53.84615385,53.84615385,1,58,35.1,65.5,34.7,72.214,50.1,0,100,100,33.33333333,0,0,0,30.48187185,18.18181818
390,52.63887033,3.448275862,4.166666667,0,48,33.1,80.8,25.3,48.788,50.3,0,0,0,4.545454545,0,0,0,NA,NA
391,NA,NA,NA,1,55,35,68,37.4,58.182,49.6,NA,NA,NA,NA,NA,NA,NA,19.41860082,0.08
392,45.90998615,64.76190476,52.77777778,0,40,33,73.3,33,48.145,49.8,0,44.44444444,75,58.33333333,0,0,0,63.65838169,44.80824153
393,68.59708906,100,100,1,58,33.2,76.4,33.4,61.57,50.8,0,100,100,100,0,0,0,59.629342,41.22137405
394,50.38280301,67.1875,64.44444444,0,46,32.6,88.1,18.1,39.054,51.1,0,33.33333333,78.94736842,69.44444444,0,0,0,26.22263058,33.33333333
395,42.67986449,57.14285714,30,0,44,30.8,91.7,15.7,38.067,50.8,0,0,76.19047619,54.54545455,0,0,0,36.92117082,53.65853659
396,34.54041948,38.18181818,26.08695652,0,38,29,67.5,8.1,35.17,49.6,0,7.692307692,52.94117647,25,0,0,0,33.36739844,53.7037037
397,22.22542571,60.96033403,56.03864734,0,18,31.4,42.2,19.2,37.188,50.4,100,12.76595745,69.04761905,63.84615385,0,0,1,72.69015768,2.114164905
398,NA,NA,NA,1,58,32.6,76.5,29.4,55.753,51,NA,NA,NA,NA,NA,NA,NA,74.32803327,94.31818182
399,64.21890032,100,100,1,53,33.3,70.2,37.9,51.046,49.6,100,100,100,100,0,0,1,65.00784606,99.76525822
400,74.30663912,82.60869565,83.33333333,1,64,30.1,86.6,29.4,55.921,49.5,0,100,100,71.42857143,0,0,0,76.60577853,98.32285115
401,47.7071955,45.65217391,47.61904762,0,57,32.3,89.8,33.9,53.888,49.8,0,50,31.81818182,50,0,0,0,49.83922156,43.24354912
402,75.91840948,77.77777778,76,1,67,26.6,88.5,25.8,57.388,49.7,0,100,91.66666667,58.33333333,0,0,0,24.45942863,4.225352113
403,33.159729,26.31578947,20,0,31,42,95.2,35.4,52.776,50.8,0,0,25,40,0,0,0,57.73382277,25.68807339
404,64.74296521,4.395604396,5.418719212,1,51,37.4,70.7,32.3,69.323,50.6,0,60,20,3.041825095,0,0,0,53.83494344,71.42857143
405,55.58386973,58.7755102,52.5862069,0,49,34,67.1,30.4,59.75,49.8,0,48.57142857,66.30434783,56.03448276,0,0,0,18.52418822,4.166666667
406,27.96675601,87.09677419,86.07594937,0,24,33.7,38,22.2,41.392,52.6,0,93.33333333,90.32258065,82.9787234,0,0,0,57.02496838,72.5
407,62.4676066,82.35294118,84.61538462,1,49,38.4,60.9,23.8,57.026,50.1,0,0,66.66666667,100,0,0,0,56.39860559,60.44776119
408,51.95504993,30.36649215,27.16049383,0,51,41.3,73.4,24.5,44.51,51.8,23.07692308,35,55,21.6,0.315789474,0,0,65.36520773,64
409,NA,NA,NA,1,57,39.4,83,25.2,45.821,51.6,NA,NA,NA,NA,NA,NA,NA,58.52648985,81.17929379
410,63.44955813,96.4107677,96.5,1,53,40.2,74.9,37.4,63.281,52,100,96.52173913,95.2,96.83544304,1,1,1,32.12583441,53.46534653
411,37.93408656,31.54362416,32.62411348,0,30,35.2,64.6,61.6,91.262,51.1,0,83.33333333,47.36842105,18.88888889,0,0,0,61.36509981,82.60869565
412,52.46151401,30.66666667,27.77777778,0,59,41.5,92.8,17.9,36.474,50.2,0,57.14285714,7.142857143,41.02564103,0,0,0,60.11256467,34.67741935
413,64.36088749,78.125,78.125,1,46,36.3,72.3,48.4,101.893,50.1,0,83.33333333,73.33333333,81.81818182,0,0,0,36.78597726,48.69565217
414,49.77950993,45.36082474,47.36842105,0,42,37.3,64.5,52.5,106.863,49.8,33.33333333,25,37.14285714,52.83018868,0,0,0.4,46.0638246,62.16216216
415,42.33329659,43.75,46.66666667,0,36,38.6,77,41.2,72.627,50.6,0,33.33333333,45.45454545,46.66666667,0,0,0,38.85825248,61.53846154
416,48.92766554,48.71794872,50.79365079,0,42,38.7,86.8,26.1,55.911,49.7,0,25,50,62.79069767,0,0,0,60.37960556,50
417,52.97188797,50,50.94339623,0,46,39.4,87.7,26.6,53.161,50.9,0,14.28571429,55.55555556,53.19148936,0,0,0,66.22006171,92.85714286
418,67.6420701,62.5,62.5,1,58,33.7,75.3,21.7,48.083,49.6,0,50,0,66.66666667,0,0,0,61.91821841,20
419,63.66634217,50,50,1,52,37.5,87.9,27.5,45.493,50.3,0,0,0,50,0,0,0,41.00213031,62.85714286
420,41.96076783,22.22222222,22.22222222,0,41,40.2,77.5,23.8,48.442,50.1,0,66.66666667,0,10,0,0,0,20.34598751,3.278688525
421,NA,NA,NA,0,15,35.8,68,52.8,60.096,50,NA,NA,NA,NA,NA,NA,NA,59.65242146,72.72727273
422,52.05162048,65.30612245,66.66666667,1,42,37.7,75.2,41.2,81.548,49.9,0,57.14285714,77.77777778,63.63636364,0,0,0,28.3826672,0.263071358
423,45.1479206,3.846153846,2.34741784,0,40,35.4,70.1,23.3,54.532,49.8,0,0,0,8.737864078,0,0,0,41.44179414,37.5
424,50.40026684,60.97560976,62.06896552,0,57,41,95.1,20.3,39.17,50.3,100,0,60,62.85714286,0,1,0,62.29761422,84
425,69.74892061,0,0,1,55,41.7,92.6,19.8,41.015,50.8,0,0,0,0,0,0,0,69.78312294,56
426,43.96135266,21.42857143,24.24242424,0,56,41.6,94,15.1,34.919,51,11.11111111,0,44.44444444,17.85714286,0,0,0.111111111,46.47030566,31.81818182
427,69.37943221,99.72222222,99.6763754,1,48,39.3,88.8,24.8,54.895,50.4,100,100,99.37888199,100,1,1,1,55.85349337,99.84717451
428,38.18723869,22.95081967,22.22222222,0,30,35.8,88.2,37.1,56.369,50.5,0,0,37.5,22.22222222,0,0,0,31.96139501,51.47058824
429,48.03838532,33.33333333,39.28571429,0,41,37.7,94.8,23.3,48.291,49.9,0,100,28.57142857,33.33333333,0,0,0,35.85858437,7.142857143
430,30.00604577,18.18181818,11.11111111,0,24,31.6,52.4,22.4,34.273,51.8,0,0,20,25,0,0,0,25.56194707,1.923076923
431,71.70128264,100,100,1,58,41.3,92.6,40.1,68.233,51.1,0,100,0,100,0,0,0,67.87586121,50
432,70.70722269,100,100,1,49,40.7,93.5,21.3,50.616,49.6,0,0,0,100,0,0,0,62.17913579,91.66666667
433,53.97708994,77.43190661,80.37383178,0,43,42.7,94,19.4,45.297,49.5,66.66666667,76,88.70967742,66,0,0.666666667,0,56.15125096,93.15068493
434,54.82630481,48.62385321,48.68421053,0,45,40.6,91.3,22.3,49.962,50.1,0,12.5,60.71428571,47.22222222,0,0,0,55.99544995,50
435,74.20489322,73.68421053,75,1,65,36.8,90.7,24.7,56.322,49.1,100,100,16.66666667,100,1,0,0,74.30063609,60
